cve_ent,cve_mun,pob_mun,CVEGEO,pob_rural,pob_total,pct_rural,n_estab_4671,empleo_aprox_4671,actividades,dens_estab_10k,dens_empleo_10k,IM_2020,area_km2
14,53,172403,14053,49219,173326,0.283967783,278,761,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,16.12500943,44.14076321,57.70715953,2490.293123
14,54,5368,14054,2243,5374,0.417379978,7,17.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,13.04023845,32.60059613,57.18603306,113.4578541
14,55,21781,14055,4908,21794,0.225199596,27,246,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos,12.39612506,112.9424728,58.2058393,290.6073686
14,56,1815,14056,1815,1993,0.910687406,1,2.5,Comercio al por menor en ferreterías y tlapalerías,5.509641873,13.77410468,50.64077208,771.7300018
14,57,4099,14057,1371,4111,0.3334955,9,22.5,Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,21.95657477,54.89143694,57.39153155,133.0314618
14,58,14451,14058,5179,14799,0.349956078,25,79,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,17.29984084,54.66749706,58.22558696,1827.937494
14,59,14043,14059,5901,14110,0.418214033,34,96,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos,24.21135085,68.36146123,57.82396628,286.9459129
14,60,5307,14060,1958,5392,0.363130564,7,17.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,13.19012625,32.97531562,56.0956585,284.3300363
14,61,22083,14061,19444,23996,0.810301717,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,1.358511072,3.39627768,31.30566844,3328.821724
14,62,3638,14062,3638,3694,0.984840282,6,15,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,16.49257834,41.23144585,56.30813263,625.8440316
14,63,106050,14063,8418,106100,0.079340245,254,861.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pintura,23.95096653,81.23526638,58.7587782,240.7979703
14,64,33588,14064,13729,33703,0.407352461,50,143,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,14.88626891,42.57472907,55.98498662,1144.22936
14,65,11386,14065,4718,11632,0.405605227,8,20,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura,7.026172493,17.56543123,56.32399055,870.116909
14,66,53659,14066,14863,53773,0.276402656,78,231,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza,14.5362381,43.04962821,56.4942337,828.4996478
14,67,291839,14067,14399,291986,0.049314008,408,1904.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,13.98031106,65.25858436,59.7578031,675.492548
14,68,11303,14068,5338,11575,0.461166307,17,48,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura,15.0402548,42.46660179,56.00862749,1835.692611
14,69,7734,14069,7734,7855,0.984595799,7,28.5,Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos,9.050943884,36.85027153,54.21057508,669.7988532
14,70,232852,14070,7103,233728,0.030390026,381,1123.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura,16.36232457,48.24953189,58.63808793,92.0038813
14,71,2924,14071,2924,3078,0.949967511,3,7.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,10.25991792,25.6497948,54.38233309,518.2621084
14,72,7609,14072,1584,7797,0.20315506,13,43.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza,17.08503088,57.16914181,57.45093035,348.5576315
14,73,72230,14073,14502,72652,0.199609095,73,287.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pisos y recubrimientos cerámicos,10.1066039,39.80340579,58.28805599,839.7713905
14,74,16792,14074,2272,16897,0.134461739,38,136.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura | Comercio al por menor en ferreterías y tlapalerías,22.62982373,81.28870891,58.29260658,259.6000838
14,75,3791,14075,313,3846,0.081383255,7,23,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza,18.46478502,60.67000791,56.82713367,302.8643964
14,76,3095,14076,3095,3269,0.946772713,2,5,Comercio al por menor en ferreterías y tlapalerías,6.462035541,16.15508885,53.38197183,680.8786443
14,77,28102,14077,12951,28154,0.460005683,30,116.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de pintura,10.67539677,41.45612412,57.52204202,340.1794124
14,78,31965,14078,6040,32280,0.187112763,50,148.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,15.64210856,46.45706241,57.62320874,779.9618837
14,79,16431,14079,1754,16452,0.106613178,19,58.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos,11.563508,35.60343254,57.33017833,351.0402232
14,80,5086,14080,5086,5182,0.981474334,2,5,Comercio al por menor en ferreterías y tlapalerías,3.93236335,9.830908376,55.34188182,1107.015191
14,81,3515,14081,3515,3519,0.998863313,1,2.5,Comercio al por menor en ferreterías y tlapalerías,2.844950213,7.112375533,55.11480622,258.1285952
14,82,37186,14082,724,37273,0.019424248,48,147.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de artículos para albercas y otros artículos,12.90808369,39.6654655,58.74290881,214.4975095
14,83,87690,14083,16242,87884,0.184811797,97,486,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos | Comercio al por menor de pintura | Comercio al por menor de artículos para albercas y otros artículos,11.06169461,55.42251112,58.55797209,448.0577136
14,84,14997,14084,4885,15340,0.318448501,17,42.5,Comercio al por menor de vidrios y espejos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza,11.33560045,28.33900113,57.08657525,1980.93367
14,85,38955,14085,15958,39196,0.407133381,41,119,Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura,10.5249647,30.54806828,57.51242414,1354.920476
14,86,21245,14086,11346,21390,0.530434783,21,63.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pintura | Comercio al por menor de vidrios y espejos | Comercio al por menor de pisos y recubrimientos cerámicos,9.884678748,29.88938574,56.56679746,615.0613219
14,87,16705,14087,3462,17087,0.202610171,24,83.5,Comercio al por menor de artículos para la limpieza | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de pintura | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor de vidrios y espejos,14.366956,49.98503442,56.95078723,1294.098615
14,88,16603,14088,6935,16649,0.416541534,27,78.5,Comercio al por menor de vidrios y espejos | Comercio al por menor de artículos para albercas y otros artículos | Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías,16.2621213,47.28061194,57.85114484,759.2904302
14,89,4072,14089,1216,4101,0.296513046,5,12.5,Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de artículos para la limpieza | Comercio al por menor de vidrios y espejos,12.27897839,30.69744597,55.93643941,78.6586416
14,90,7302,14090,2362,7318,0.322765783,9,40.5,Comercio al por menor de pintura | Comercio al por menor de artículos para la limpieza | Comercio al por menor de pisos y recubrimientos cerámicos | Comercio al por menor en ferreterías y tlapalerías | Comercio al por menor de vidrios y espejos,12.3253903,55.46425637,56.95293607,279.4465013
